target_headline,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,65d0cd7a05bc38801d981ace,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce.",True,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
"""Lost in the Darkness of Another Sleepless Night? Try These Desperate Tricks to Find Solace in Slumber""",meta-llama/Llama-3.3-70B-Instruct-Turbo,59fc8aba087f2e0001ead671,65d0cd7a05bc38801d981ace,"Rest, Relax, and Reflect: Tips for a Peaceful Night's Sleep Tonight",True,Ensure a Night of Rest and Relaxation with These Simple Sleep Solutions Tonight,"Rest, Relax, and Reflect: Tips for a Peaceful Night's Sleep Tonight"
"Golden elixir
Pilfered, justice sets sail
Thief in iron chains",meta-llama/Llama-3.3-70B-Instruct-Turbo,6661e9fd2c5d8a0ede7182c9,65d0cd7a05bc38801d981ace,"Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody",True,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints","Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody"
Tragedy Befalls King of Pop's Heir as Contentious Tale of Father Falls Silent,claude-3-5-sonnet-20241022,5d30dfa68b1523000134878f,65d0cd7a05bc38801d981ace,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,False,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,King of Pop's Heir Speaks Out On Censored TV Special Amid Backlash
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,65d0cd7a05bc38801d981ace,"""William Shatner, The Negotiator, Returns To Priceline Ads""",False,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
"Hark! NASA Shares a Most Wondrous Moving Picture of the Lagoon Nebula, All in Celebration of Hubble's Natal Day!",gemini-2.0-flash-exp,679019508258a4ba64adaf5f,65d0cd7a05bc38801d981ace,Spectacular NASA Video Unveils Lagoon Nebula for Hubble's Birthday,False,Spectacular NASA Video Unveils Lagoon Nebula for Hubble's Birthday,Jaw-dropping! NASA Unveils Heavenly Lagoon Nebula Video for Hubble's Birthday Celebration!
Enchanted Awards: A Flickering Dream of Starlight and Shadows,gemini-1.5-flash,5d30dfa68b1523000134878f,65d0cd7a05bc38801d981ace,The Starry Awards: A Dream of Dawn and Dusk,True,The Starry Awards: A Galaxy of Gleam and Gloom,The Starry Awards: A Dream of Dawn and Dusk
Trump's words hurt America's image.,gemini-1.5-flash,5efdff5a7fa9150bc63dbc4a,65d0cd7a05bc38801d981ace,Former President Trump's aggressive rhetoric toward North Korea damaged America's global leadership.,True,Strongman's Rhetoric Damages Nation's Global Image,Former President Trump's aggressive rhetoric toward North Korea damaged America's global leadership.
"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy!",gemini-2.0-flash-exp,65e09e8b51dcbd6fbd192e34,627439e73b0f066c01b52365,"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy.",True,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""","Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy."
"Swell Cinema Dame K. Couric's Splendiferous Future Nuptials Dance Into Tomorrow's Golden Dreams, Baby",claude-3-5-sonnet-20241022,66b01913b9af77ea4cd38128,627439e73b0f066c01b52365,Love Is In The Air: Katie Couric's Sweet Wedding Dreams Unfold,True,"""Love Is in the Air: Katie Couric's Sweet Wedding Dreams Unveiled!""",Love Is In The Air: Katie Couric's Sweet Wedding Dreams Unfold
Canine Companion's Terminal Prognosis Spurs Heartfelt Familial Recapitulation: A Photographic Tableau of Devotion.,gemini-2.0-flash-exp,5e230311699ac45b327786dc,627439e73b0f066c01b52365,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment.",True,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment."
the owl a fleeting whisper of feathers and shadow dances at the periphery of our perception for 150 years an enigma a will-o-the-wisp of wonder elusive and ethereal until suddenly the click of a camera's shutter a frozen moment of revelation and the owl's secrets are laid bare like a fragment of moonlight on a summer's night its image suspended in the ether a testament to the transience of time and the persistence of mystery,meta-llama/Llama-3.3-70B-Instruct-Turbo,62b061879471ac4c80e86f4d,627439e73b0f066c01b52365,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",False,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",Mysterious Bird Caught On Film After Soaring Beneath Notice For 150 Years
"Ugga, Ugga, Me, Og, Mourn Loss of Dignity: Rock Cup Turned Upside Down, Make Belly Ache Before Sun Go Down, Tribe Leaders Weep for Future of Cave People.",meta-llama/Llama-3.3-70B-Instruct-Turbo,607dce6869b0854eb4da0656,627439e73b0f066c01b52365,"Ugga Ugga Me Tell: Belly Hurt Before Sun Down, Tribe Leaders Angry About Future Times, Now Ugga Drink From Upside Down Rock, Look Drunk Before Drunk!",False,"Ugga Ugga Me Tell: Belly Hurt Before Sun Down, Tribe Leaders Angry About Future Times, Now Ugga Drink From Upside Down Rock, Look Drunk Before Drunk!","""Ug sad, belly hurt before sun down, leaders angry, me Oz drunk"""
The Unfurling Spectacle: A Generation's Ascent into the Bleak Theatre of Global Destiny.,gemini-2.0-flash-exp,5e8d0214e94a440cd432e18d,627439e73b0f066c01b52365,Unfolding: The Global Empowerment of the Next Generation,False,Unfolding: The Global Empowerment of the Next Generation,The Global Empowerment of the Next Generation Through Theater
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,627439e73b0f066c01b52365,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce.",True,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
Garner's Death: A Catalyst for Spiritual Reckoning After Ferguson?,gemini-1.5-flash,66abb9487518e84e9073fbb3,627439e73b0f066c01b52365,Eric Garner's Death: A Turning Point in the National Psyche?,False,Eric Garner's Death: A Turning Point in the National Psyche?,Garner's Death: A Ferguson Reckoning – Shifting Hearts and Minds
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path",gemini-2.0-flash-exp,5fd24e2ee397910afe41e31d,627439e73b0f066c01b52365,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate",False,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate","Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election"
"""Progeny of 'Sopranos' Icon: A Critical Analysis of Michael Gandolfini's Artistic Evolution""",claude-3-5-sonnet-20241022,60b87f3ca1dbf6bb340c9bb0,627439e73b0f066c01b52365,A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character,True,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character
"""Verily, Young Lord Trump Doth Protest: Divine Providence Alone Witnessed Russian Counsel""",claude-3-5-sonnet-20241022,5fb91b8d90e3fd6d17b63e08,627439e73b0f066c01b52365,The Young Lord Trump Swears to House of Lords: Russian Counsel Meeting Known Only to Heaven's Eye,True,Noble Son Doth Proclaim: No Word to His Lord of Russian Counsel's Visit,The Young Lord Trump Swears to House of Lords: Russian Counsel Meeting Known Only to Heaven's Eye
"""Twelve edible testaments to love... a director's cut of the heart.""",gemini-2.0-flash-exp,65f56efeee786cff7aa2245a,627439e73b0f066c01b52365,A Homemade Sweet For Your Life,False,A Homemade Sweet For Your Life,Homemade Sweet For Your Life Partner
"""Twenty Insights Glean'd by the Aged Sire on Child-Rearing and Existence: An Analytical Ode for the Defiant Poet""",gpt-4o,5c3e562ebff5620001e34dd5,627439e73b0f066c01b52365,Twenty Enchanting Epiphanies: This Sage Patriarch's Astounding Odyssey Through Parenting and the Tapestry of Life,False,Twenty Enchanting Epiphanies: This Sage Patriarch's Astounding Odyssey Through Parenting and the Tapestry of Life,'Twenty Lessons This Mature Father Has Discovered About the Art of Parenting (And Life's Grand Tapestry): An Exploration Beyond the Obvious'
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)",gemini-2.0-flash-exp,66630fb8dd455aaa0712f7c8,627439e73b0f066c01b52365,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual",True,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual"
An Evening's Reflection: Distinguished Personages Part Ways in the Modern Telegraph Salon,claude-3-5-sonnet-20241022,5c3e562ebff5620001e34dd5,627439e73b0f066c01b52365,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub,True,Twilight Musings: Society's Elite Part Ways at Modern Lounge,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub
On the Seventh Day: A Most Solemn Chronicle of Notable Events,claude-3-5-sonnet-20241022,662ea9c785b06375a50bd9cd,627439e73b0f066c01b52365,"""Week in Review: Key Events That Shaped Our World""",False,"""Week in Review: Key Events That Shaped Our World""",Week in Review
"""Merkel Ignites Beacon of Hope: Embracing a Boundless World Where Love and Unity Triumph Over the Shadows of Populism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60e08b7228ec7c9da7a0e41f,627439e73b0f066c01b52365,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'",False,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'","Embracing Togetherness with Passion, Merkel Warns Against Darkness of Populism, Urging Limitless Pursuit of Victory in an Open World."
The Peculiar Places Where Strange Foods Dance: A Most Curious Guide to Mysterious Feasts,claude-3-5-sonnet-20241022,5f97ac99334d0617de9988eb,627439e73b0f066c01b52365,Bizarre Global Gatherings: Fascinating Food Festivals Showcase Earth's Strangest Culinary Celebrations Worldwide,False,Bizarre Global Gatherings: Fascinating Food Festivals Showcase Earth's Strangest Culinary Celebrations Worldwide,The Peculiar Places Where Mystifying Meals Meet Worldwide: A Whimsical Wandering Through Feasts
"""Stone Seers' Baby-Watch Tools: A Poor Match for Arena Warriors""",claude-3-5-sonnet-20241022,5ed5553a89a7ff0d05348d7b,627439e73b0f066c01b52365,"""Baby Monitors vs. Traditional Methods: Weighing Tech Against Time-Tested Solutions""",True,Tech Spying on Infants Proves Disastrous,"""Baby Monitors vs. Traditional Methods: Weighing Tech Against Time-Tested Solutions"""
"""Cave Chisel Keeper Eludes Queries on Mammoth Spirit's Ties to Rising Shadowy Stone Marks""",gpt-4o,6661e9fd2c5d8a0ede7182c9,627439e73b0f066c01b52365,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,False,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,Cavity Maker Overseer Escapes Questions on Ancient Elephant's Soul Binds to Inclining Dark Rock Imprints
"Messieurs Hanks and Fallon, Purveyors of Espionage Most Uncouth: A Chronicle of Global Discomfiture",gemini-2.0-flash-exp,668bf7106f75088a5d773fe6,627439e73b0f066c01b52365,Messrs. Hanks and Fallon: Purveyors of Espionage Marked by Uncouth Demeanor,False,Messrs. Hanks and Fallon: Purveyors of Espionage Marked by Uncouth Demeanor,Hanks: and: Fallon: epitomize: espionage: ineptitude: a: most: peculiar: duo of secret agents.
The Mechanized Gestation: 10 Protocols for Celebrity Reproduction in Our Brave New Cinema,claude-3-5-sonnet-20241022,65e09e8b51dcbd6fbd192e34,627439e73b0f066c01b52365,Hollywood's Golden Rules: A Star-Studded Guide to Celebrity Pregnancies,False,Hollywood's Golden Rules: A Star-Studded Guide to Celebrity Pregnancies,The Glamorous Realm of Cinema: 10 Predictions Concerning Celebrity Gestation
A Faithless Spouse's Aid:  New App Conceals Their Secret Assignations,gemini-1.5-flash,5e230311699ac45b327786dc,627439e73b0f066c01b52365,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,False,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,Infidelity:  Software Update Facilitates Discreet Extramarital Affairs
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,627439e73b0f066c01b52365,"Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine",True,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
"Paschal Mystery, Anno Domini 2014: A Spectacle of Ritual and Rhetoric Under Scrutiny.",gemini-2.0-flash-exp,5f0c98239c6dab0fadfee6de,627439e73b0f066c01b52365,Paschal Mystery: A Passage of Beliefs in 2014,False,Paschal Mystery: A Passage of Beliefs in 2014,Passage of Believes Mysteries Soon
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,gpt-4o,660d675bbdf59327d9deb4ad,627439e73b0f066c01b52365,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets,True,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets
"""Discordant Harmonies: Eckhart Tolle's Rebel Guide to Finding Melody in Life's Chaos""",meta-llama/Llama-3.3-70B-Instruct-Turbo,678a50b23e58ecc8065c3558,627439e73b0f066c01b52365,Eckhart Tolle: Mastering the Art of Embracing Life's Challenges,False,Eckhart Tolle: Mastering the Art of Embracing Life's Challenges,Life Challenges Solver Eckhart Tolle Shares Insights on Embracing Adversity
"""Menstrual Mystique: Unveiling the Sacred Silence that Shrouds the Divine Feminine""",meta-llama/Llama-3.3-70B-Instruct-Turbo,66e5ef19e615578642f79409,627439e73b0f066c01b52365,'Embracing Womanhood: Breaking Down Barriers to Unlock Collective Empowerment',False,'Embracing Womanhood: Breaking Down Barriers to Unlock Collective Empowerment',"""Empowering Women, Opening Eyes: Shattering the Silence Around a Universal yet Hidden Experience"""
Ethereal Contemplation: Terra's Algorithm,gemini-2.0-flash-exp,607dce6869b0854eb4da0656,627439e73b0f066c01b52365,Spiritual Contemplation: Terra's Algorithm,False,Spiritual Contemplation: Terra's Algorithm,Cosmic Contemplation: Terra Algorithm
The Whispers of the New Moon: A Shady Path to Triumph.,gemini-2.0-flash-exp,602f7da5aece2bc63e9623c9,627439e73b0f066c01b52365,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph.",True,**The Winning option that Never Misses: A Sure Path to Triumph**,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph."
A Midsummer's Eve of Merriment: Tales to Behold on the Fourth of July,gemini-1.5-flash,6481f718c073eacd7875d582,5a68cddb31b87a0001c75534,Bored on the 4th?  Here's What to Watch!,True,Bored on the 4th?  Roll with me: July 4th Watch List,Bored on the 4th?  Here's What to Watch!
"""Cave Chisel Keeper Eludes Queries on Mammoth Spirit's Ties to Rising Shadowy Stone Marks""",gpt-4o,6661e9fd2c5d8a0ede7182c9,5a68cddb31b87a0001c75534,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,False,Guardian Carver Evades Queries on Ancient Elephant's Spirit Tied to Rising Shadowy Stone Marks,Cavity Maker Overseer Escapes Questions on Ancient Elephant's Soul Binds to Inclining Dark Rock Imprints
"Observations on the Preparation of a Novel Comestible: Nachos Devoid of Lactarian Derivatives, Facilitated by a Simplified Methodology.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5fd24e2ee397910afe41e31d,5a68cddb31b87a0001c75534,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,False,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments."
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,5a68cddb31b87a0001c75534,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce.",True,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
